BSE_SYMBOL,NSE_SYMBOL,COMPANY_NAME,ISIN
CTLLAB, ,Clinitech Laboratory Ltd,INE0QMR01015
TOYAMSL, ,Toyam Sports Ltd,INE457P01020
RAPID, ,Rapid Multimodal logistics Ltd,INE0QA901010
NIFTYQLITY, ,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,INF209KB15K4
SWATIPRO, ,Swati Projects Ltd,INE210F01016
APL, ,Asston Pharmaceuticals Ltd,INE0SJX01015
ZSOUTGAS, ,Southern Gas Ltd,INE532U01012
UTIQUE, ,Utique Enterprises Ltd,INE096A01010
SHAHCON, ,Shah Construction Company Ltd,INE02C301011
VAMSHIRU, ,Vamshi Rubber Ltd,INE380C01014
AMINTAN, ,Amin Tannery Ltd,INE572Z01017
SSL, ,Share Samadhan Ltd,INE0LY301010
ABSLPSE, ,Aditya Birla Sun Life Nifty PSE ETF,INF209KB19Z4
SSTL, ,Safa Systems & Technologies Ltd,INE0JNA01014
COSYN, ,COSYN Ltd,INE029B01019
PFL, ,Popular Foundations Ltd,INE0PZB01013
MAL, ,Meyer Apparel Ltd,INE100C01024
EMERALL, ,Emerald Leisures Ltd,INE044N01021
AIRTELPP, ,Bharti Airtel  Ltd,IN9397D01014
FRANKLIN, ,Franklin Leasing and Finance Ltd,INE399S01010
INDBNK, ,Ind Bank Housing Ltd,INE969D01012
TITANBIO, ,Titan Biotech Ltd,INE150C01011
NCLRESE, ,NCL Research & Financial Services Ltd,INE132F01038
COTFAB, ,United Cotfab Ltd,INE0S0I01011
NACDAC, ,NACDAC Infrastructure Ltd,INE0LB101011
BENARA, ,Benara Bearings and Pistons Ltd,INE495Z01011
ATISHAY, ,Atishay Ltd,INE011R01013
ANSALHSG, ,Ansal Housing Ltd-$,INE880B01015
HRMNYCP, ,Harmony Capital Service Ltd,INE264N01017
DMR, ,DMR Hydroengineering & Infrastructures Ltd,INE07L501010
GLEN, ,Glen Industries Ltd,INE0UMC01019
FRONTSP, ,Frontier Springs Ltd,INE572D01014
SENSEXIETF, ,ICICI Prudential BSE Sensex ETF,INF346A01034
MUL, ,Mauria Udyog Ltd,INE150D01027
STDBAT, ,Standard Batteries Ltd,INE502C01039
SHRAJOI, ,Shree Rajiv Lochan Oil Extraction Ltd,INE418K01015
BOMOXY-B1, ,Bombay Oxygen Investments Ltd,INE01TL01014
KAIRA, ,Kaira Can Company Ltd,INE375D01012
SWISSMLTRY, ,Swiss Military Consumer Goods Ltd,INE010C01025
VASUPRADA, ,Shri Vasuprada Plantations Ltd,INE574G01013
BHANDERI, ,Bhanderi Infracon Ltd,INE336Q01016
BANKIETF, ,ICICI Prudential Nifty Bank ETF,INF109KC15I8
TRABI, ,Transgene Biotek Ltd,INE773D01018
SAFFRON, ,Saffron Industries Ltd,INE474D01013
ZFSTEERING, ,ZF Steering Gear India Ltd-$,INE116C01012
KKSHL, ,KK Shah Hospitals Ltd,INE0OH401016
CHROME, ,Chrome Silicon Ltd-$,INE114E01013
ADTECH, ,Adtech Systems Ltd,INE257C01014
SPECFOOD, ,Spectrum Foods Ltd,INE547C01018
NPFL, ,Neopolitan Pizza And Foods Ltd,INE471R01019
ACFSL, ,Amrapali Capital and Finance Services Ltd,INE218P01018
NAPEROL, ,Naperol Investments Ltd,INE585A01020
DHRUVCA, ,Dhruva Capital Services Ltd,INE972E01014
MANGIND, ,Mangalam Industrial Finance Ltd,INE717C01025
CHOKSILA, ,Choksi Laboratories Ltd,INE493D01013
SHRISTI, ,Shristi Infrastructure Development Corporation Ltd,INE472C01027
TNSTLTU, ,Tamilnadu Steel Tubes Ltd,INE176E01012
LACTOSE, ,Lactose India Ltd,INE058I01013
SUJALA, ,Sujala Trading & Holdings Ltd,INE029H01016
BCCFUBA, ,BCC Fuba India Ltd,INE788D01016
RETAGGIO, ,Retaggio Industries Ltd,INE0KWJ01014
PMTELELIN, ,P.M. Telelinnks Ltd,INE092C01015
LADDU, ,Laddu Gopal Online Services Ltd,INE546I01025
KIRANPR, ,Kiran Print Pack Ltd,INE516D01011
RCAN, ,Rajeshwari Cans Ltd,INE0CQ101015
VALINDIA, ,Valencia India Ltd,INE130701019
ADDIND, ,Addi Industries Ltd-$,INE757C01021
USGTECH, ,USG Tech Solutions Ltd,INE718B01017
YASHHV, ,Yash Highvoltage Ltd,INE00GK01023
KUSUMEL, ,Kusam Electrical Industries Ltd,INE175Q01018
GANVERSE, ,Ganesha Ecoverse Ltd,INE369Q01017
BONLON, ,Bonlon Industries Ltd,INE0B9A01018
JGTL, ,Jasch Gauging Technologies Ltd,INE0QXV01014
KAIZENAGRO, ,Kaizen Agro Infrabuild Ltd,INE891N01017
BENGALT, ,Bengal Tea & Fabrics Ltd,INE665D01016
CINDRELL, ,Cindrella Financial Services Ltd,INE897D01015
NEIL, ,Neil Industries Ltd,INE396C01010
MADHAVIPL, ,Madhav Infra Projects Ltd,INE631R01026
RSDFIN, ,RSD Finance Ltd,INE616F01022
AKCAPIT, ,AK Capital Services Ltd,INE701G01012
MIDEASTP, ,Mid East Portfolio Management Ltd,INE033E01015
BGJL, ,Bhakti Gems and Jewellery Ltd,INE986W01016
QUESTCAP, ,Quest Capital Markets Ltd,INE418C01012
08MPD, ,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01),INF204KB11T5
3BFILMS, ,3B Films Ltd,INE0TE101010
NYSSACORP, ,Nyssa Corporation Ltd,INE812K01027
ADINATH, ,Adinath Textiles Ltd,INE207C01019
SALORAINTL, ,Salora International Ltd,INE924A01013
BI, ,Bilcare Ltd-$,INE986A01012
FABINO, ,Fabino Enterprises Ltd,INE0DRT01018
TANVI, ,Tanvi Foods (India) Ltd,INE978V01015
DUTRON, ,Dutron Polymers Ltd-$,INE940C01015
FLFL, ,Future Lifestyle Fashions Ltd,INE452O01016
SYSTMTXC, ,Systematix Corporate Services Ltd,INE356B01024
LAKHOTIA, ,Lakhotia Polyesters (India) Ltd,INE191O01010
PARLEIND, ,Parle Industries Ltd,INE272G01014
COMMOIETF, ,ICICI Prudential Nifty Commodities ETF,INF109KC19O8
DPL, ,Dipna Pharmachem Ltd,INE0MC401013
LAKSHMIMIL, ,Lakshmi Mills Company Ltd-$,INE938C01019
SERIND, ,SER Industries Ltd,INE358F01013
PARAGONF, ,Paragon Finance Ltd,INE015E01012
ARYAVAN, ,Aryavan Enterprise Ltd,INE360S01012
RAYALEMA, ,Royale Manor Hotels & Industries Ltd,INE008C01011
TARAI, ,Tarai Foods Ltd,INE906C01016
SETFSN50, ,SBI - ETF - SENSEX NEXT 50,INF200KA1VQ2
PSUBNKBEES, ,Nippon India ETF Nifty PSU Bank BeES,INF204KB16I7
NEOINFRA, ,Neo Infracon Ltd,INE216I01017
AMALGAM, ,Amalgamated Electricity Company Ltd,INE492N01022
CHOWGULSTM, ,Chowgule Steamships Ltd,INE490A01015
MANSIFIN, ,Mansi Finance (Chennai) Ltd,INE094E01017
ELNET, ,Elnet Technologies Ltd-$,INE033C01019
GRATEXI, ,Gratex Industries Ltd,INE915E01013
ADESHWAR, ,Adeshwar Meditex Ltd,INE0H8J01015
NISUS, ,Nisus Finance Services Co Ltd,INE0DQN01013
BRAHMINFRA, ,Brahmaputra Infrastructure Ltd,INE320I01017
WOODSVILA, ,Woodsvilla Ltd,INE374J01020
SHAHLON, ,Shahlon Silk Industries Ltd,INE052001026
GOURMET, ,Gourmet Gateway India Ltd,INE512D01028
JAGAJITIND, ,Jagatjit Industries Ltd,INE574A01016
INDIAHOME, ,India Home Loan Ltd,INE274E01015
HIGHSTREE, ,High Street Filatex Ltd,INE319M01011
GROARC, ,Groarc Industries India Ltd,INE042B01012
SHRINIWAS, ,Shri Niwas Leasing And Finance Ltd,INE201F01015
RANJEET, ,Ranjeet Mechatronics Ltd,INE01A501027
BISIL, ,Bisil Plast Ltd,INE214D01021
CHANDNIMACH, ,Chandni Machines Ltd,INE01GZ01011
DUROPACK, ,Duro Pack Ltd,INE138B01018
KAKTEX, ,Kakatiya Textiles Ltd,INE092E01011
VEERKRUPA, ,Veerkrupa Jewellers Ltd,INE0ID001024
SHRAAITECH, ,Shradha AI Technologies Ltd,INE489B01031
REGENTRP, ,Regent Enterprises Ltd,INE769D01016
NEAGI, ,Neelamalai Agro Industries Ltd,INE605D01012
COCHMAL, ,Cochin Malabar Estates & Industries Ltd,INE788M01017
OSWALOR, ,Oswal Overseas Ltd,INE906K01027
RASSIREF, ,Raasi Refractories Ltd-$,INE858D01017
LKMEHTA, ,L.K.Mehta Polymers Ltd,INE0FFF01017
DEVINE, ,Devine Impex Ltd,INE455C01014
ARCEEIN, ,Arcee Industries Ltd,INE276D01012
JMDVL, ,JMD Ventures Ltd,INE047E01031
ANDHRAPET, ,Andhra Petrochemicals Ltd,INE714B01016
JOINTECAED, ,Jointeca Education Solutions Ltd,INE131N01018
ASYL, ,Advance Syntex Ltd,INE184U01012
NIF100BEES, ,NIPPON INDIA ETF NIFTY 100,INF204K014N5
TCC, ,TCC Concept Ltd,INE887D01016
MOM30IETF, ,ICICI Prudential Nifty 200 Momentum 30 ETF,INF109KC17C7
SUPERBAK, ,Super Bakers India Ltd,INE897A01011
BALTE, ,Balurghat Technologies Ltd,INE654B01014
TRADEWELL, ,Tradewell Holdings Ltd,INE819G01012
PROGREXV, ,Progrex Ventures Ltd,INE421E01012
PRADPME, ,Pradeep Metals Ltd,INE770A01010
EVERESTO, ,Everest Organics Ltd,INE334C01029
FONE4, ,Fone4 Communications (India) Ltd,INE0L3H01014
HARYNACAP, ,Haryana Capfin Ltd,INE928H01019
CHLOGIST, ,Chartered Logistics Ltd,INE558F01026
GOLDLEG, ,Golden Legand Leasing & finance Ltd,INE088E01019
STML, ,Steelman Telecom Ltd,INE0MSK01016
ELCIDIN, ,EL CID Investments Ltd,INE927X01018
FEDDERSHOL, ,Fedders Holding Ltd,INE417D01020
AAPLUSTRAD, ,AA Plus Tradelink Ltd,INE0C5901022
BAJGLOB, ,Bajaj Global Ltd,INE553H01015
LAHL, ,Ladam Affordable Housing Ltd,INE213U01019
ENVAIREL, ,Envair Electrodyne Ltd,INE601C01013
DAULAT, ,Daulat Securities Ltd,INE108C01019
YSL, ,The Yamuna Syndicate Ltd,INE868X01014
HDFCGROWTH, ,HDFC NIFTY Growth Sectors 15 ETF,INF179KC1DJ0
TAIIND, ,TAI Industries Ltd-$,INE358D01018
VENLONENT, ,Venlon Enterprises Ltd,INE204D01022
GARWSYN, ,Garware Synthetics Ltd,INE340D01016
HARCR, ,Harig Crankshafts Ltd,INE905C01034
ADCINDIA, ,ADC India Communications Ltd-$,INE833A01016
DILIGENT, ,Diligent Industries Ltd,INE650C01036
APTPACK, ,Apt Packaging Ltd,INE046E01025
HAMPTON, ,Hampton Sky Realty Ltd,INE299D01022
DESHRAK, ,Desh Rakshak Aushdhalaya Ltd,INE971E01016
NAKSH, ,Naksh Precious Metals Ltd,INE256S01012
UMIYA, ,Umiya Tubes Ltd,INE173U01015
SENSEXADD, ,DSP BSE Sensex ETF,INF740KA1SZ6
UDAYJEW, ,Uday Jewellery Industries Ltd,INE551B01012
RCIIND, ,RCI Industries & Technologies Ltd,INE140B01014
EVERFIN, ,Everlon Financials Ltd,INE339D01034
APIL, ,Avi Products India Ltd,INE316O01021
ADISHAKTI, ,Adishakti Loha and Ispat Ltd,INE0CWK01019
LYONSCO, ,Lyons Corporate Market Ltd,INE100F01019
ELEFLOR, ,Elegant Floriculture & Agrotech India Ltd,INE152E01013
GARODCH, ,Garodia Chemicals Ltd,INE236P01010
TASHIND, ,Tashi India Ltd,INE552H01017
ERPSOFT, ,ERP Soft Systems Ltd,INE308B01017
NSL, ,Northern Spirits Ltd,INE01BL01012
SHALIWIR, ,Shalimar Wires Industries Ltd,INE655D01025
EKENNIS, ,Ekennis Software Service Ltd,INE0KCM01010
CONSUMER, ,Mirae Asset Nifty India New Age Consumption ETF,INF769K01NS5
HBEL, ,Humming Bird Education Ltd,INE02PC01027
NOVATEOR, ,Novateor Research Laboratories Ltd,INE08JY01013
SNXT50BEES, ,Nippon India ETF S&P BSE Sensex Next 50,INF204KB15D0
COARO, ,Coastal Roadways Ltd,INE229E01019
SBFL, ,Shree Bhavya Fabrics Ltd,INE363D01018
LAKSHMIEW, ,Lakshmi Engineering And Warehousing Ltd,INE718M01022
GINISILK, ,Gini Silk Mills Ltd-$,INE548B01018
ENCODE, ,Encode Packaging India Ltd,INE900O01014
MID150CASE, ,ZERODHA NIFTY MIDCAP 150 ETF,INF0R8F01059
FAALCON, ,Faalcon Concepts Ltd,INE0Q9W01015
ARYAN, ,Aryan Share and Stock Brokers Ltd,INE016X01010
UNICK, ,Unick Fix-A-Form And Printers Ltd,INE250G01010
SHREEGANES, ,Shree Ganesh Biotech (India) Ltd,INE051N01026
TRIVENIGQ, ,Triveni Glass Ltd-$,INE094C01011
PPARIVAH, ,Paradeep Parivahan Ltd,INE0SMW01011
EARTH, ,Earthstahl & Alloys Ltd,INE0O4V01010
WSFX, ,WSFx Global Pay Ltd,INE549D01012
VIRATCRA, ,Virat Crane Industries Ltd,INE295C01014
STARDELTA, ,Star Delta Transformers Ltd,INE541K01014
PANCHSHEEL, ,Panchsheel Organics Ltd,INE316G01019
SCOOBEEDAY, ,Scoobee Day Garments (India) Ltd,INE962E01015
NBFOOT, ,NB Footwear Ltd,INE006F01018
SVAMSOF, ,Svam Software Ltd,INE119B01018
ADHHATA, ,Adhata Global Ltd,INE586D01014
CONCORD, ,Concord Drugs Ltd,INE858L01010
JLL, ,Jindal Leasefin Ltd,INE919T01013
AUSTENG, ,Austin Engineering Company Ltd,INE759F01012
SALSAIN, ,Shree Salasar Investments Ltd,INE315N01017
VBDESAI, ,V B Desai Financial Services Ltd,INE848D01018
VELOX, ,Velox Shipping and Logistics Ltd,INE092P01017
GORANIN, ,Gorani Industries Ltd,INE792J01015
VERTEX, ,Vertex Securities Ltd,INE316D01024
SHHARICH, ,Shree Hari Chemicals Export Ltd,INE065E01017
ROLCOEN, ,Rolcon Engineering Company Ltd,INE775R01013
SHINDL, ,Sharat Industries Ltd,INE220Z01013
SUCROSA, ,Super Crop Safe Ltd,INE366G01022
PRECISIO, ,Precision Electronics Ltd,INE143C01024
AXTEL, ,Axtel Industries Ltd,INE767C01012
SCAGRO, ,SC Agrotech Ltd,INE895E01017
WARDWIZFBL, ,Wardwizard Foods and Beverages Ltd,INE761D01021
MOLOWVOL, ,Motilal Oswal S&P BSE Low Volatility ETF,INF247L01BL0
EDUCOMP, ,Educomp Solutions Ltd,INE216H01027
YASHRAJC, ,Yashraj Containeurs Ltd,INE095C01018
CAPRO, ,Caprolactam Chemicals Ltd,INE470N01010
TRINITYLEA, ,Trinity League India Ltd,INE884X01011
HINDHARD, ,Hindustan Hardy Ltd,INE724D01011
SHREEREF, ,Shree Refrigerations Ltd,INE0FMZ01045
BANASFN, ,Banas Finance Ltd,INE521L01030
ALPL30IETF, ,ICICI Prudential Nifty Alpha Low- Volatility 30 ETF,INF109KC17V7
ISTRNETWK, ,iStreet Network Ltd,INE532B01020
ASSOCER, ,Associated Ceramics Ltd,INE771E01010
OONE, ,ObjectOne Information Systems Ltd,INE860E01011
SEALMATIC, ,Sealmatic India Ltd,INE0O4601016
AMITSEC, ,Amit Securities Ltd,INE137E01014
SONALIS, ,Sonalis Consumer Products Ltd,INE0N5O01013
JFL, ,Jhandewalas Foods Ltd,INE841Y01019
POLYCON, ,Polycon International Ltd,INE262C01014
ASIIL, ,ASI Industries Ltd,INE443A01030
AJCON, ,Ajcon Global Services Ltd,INE759C01027
JACKSON, ,Jackson Investments Ltd,INE508N01025
DHAMPURE, ,Dhampure Specialty Sugars Ltd,INE956B01013
SHARIABEES, ,Nippon India ETF Nifty 50 Shariah BeES,INF732E01128
DUNCANENG, ,Duncan Engineering Ltd-$,INE340F01011
LESHAIND, ,Lesha Industries Ltd,INE050L01048
PMCFIN, ,PMC Fincorp Ltd,INE793G01035
UNIABEXAL, ,Uni Abex Alloy Products Ltd,INE361D01012
ZKHANDEN, ,Khandelwal Extractions Ltd,INE687W01010
FLOMIC, ,Flomic Global Logistics Ltd,INE952M01019
SRINACHA, ,Sri Nachammai Cotton Mills Ltd-$,INE443E01016
MENAMANI, ,Mena Mani Industries Ltd,INE148B01033
RAIDEEPIND, ,Raideep Industries Ltd,INE923R01019
JAMESWARREN, ,James Warren Tea Ltd,INE718P01017
TRANSCOR, ,Transcorp International Ltd,INE330E01023
MOM50, ,Motilal Oswal MOSt Shares M50 ETF,INF247L01536
RITHWIKFMS, ,Rithwik Facility Management Services Ltd,INE819Y01015
OASISEC, ,Oasis Securities Ltd,INE876A01023
DARSHANORNA, ,Darshan Orna Ltd,INE671T01028
SRESTHA, ,Srestha Finvest Ltd,INE606K01049
SIPTL, ,Sharanam Infraproject and Trading Ltd,INE104S01022
EVOQ, ,Evoq Remedies Ltd,INE0JVD01011
KUNSTOFF, ,Kunststoffe Industries Ltd,INE638D01021
SUNLOC, ,Sunil Healthcare Ltd,INE671C01016
ASUTENT, ,Asutosh Enterprise Ltd,INE508W01018
ADSDIAG, ,A D S Diagnostics Ltd,-
AEPL, ,Artemis Electricals and Projects Ltd,INE757T01025
ACEMEN, ,Ace Men Engg Works Ltd,INE023R01018
DAIKAFFI, ,Daikaffil Chemicals India Ltd,INE789B01018
JJFINCOR, ,JJ Finance Corporation Ltd,INE584C01011
SEASONST, ,Seasons Textiles Ltd-$,INE707B01010
INDIANACRY, ,Indian Acrylics Ltd,INE862B01013
MARBU, ,Martin Burn Ltd,INE199D01016
PARMAX, ,Parmax Pharma Ltd,INE240T01014
BIZOTIC, ,Bizotic Commercial Ltd,INE0OJ401014
LADIAMO, ,Laser Diamonds Ltd,INE995E01015
UTINIFTETF, ,UTI NIFTY 50 ETF,INF789F1AZC0
AXISTECETF, ,Axis NIFTY IT ETF,INF846K01Y96
AXSENSEX, ,AXIS S&P BSE SENSEX ETF,INF846K010Q0
AICHAMP, ,AI Champdany Industries Ltd,INE768E01024
RAL, ,Resourceful Automobile Ltd,INE0SK201011
PBFL, ,P. B. Films Ltd,INE212Q01019
NEXXUS, ,Nexxus Petro Industries Ltd,INE0QUL01011
AAYUSH, ,Aayush Wellness Ltd,INE430R01023
KHOOBSURAT, ,Khoobsurat Ltd,INE731G01027
MHSGRMS, ,Mahasagar Travels Ltd,INE007G01014
BHUDEVI, ,Bhudevi Infra Projects Ltd,INE432N01010
NILE, ,Nile Ltd,INE445D01013
SANJIVIN, ,Sanjivani Paranteral Ltd,INE860D01013
RAJVI, ,Rajvi Logitrade Ltd,INE381N01019
ANSALBU, ,Ansal Buildwell Ltd-$,INE030C01015
REMIEDEL, ,Remi Edelstahl Tubulars Ltd,INE158G01015
SHILGRAVQ, ,Shilp Gravures Ltd-$,INE960A01017
INDSOYA, ,Indsoya Ltd,INE314N01028
UTLINDS, ,UTL Industries Ltd,INE184E01024
ATHARVENT, ,Atharv Enterprises Ltd,INE354E01031
YORKEXP, ,York Exports Ltd,INE057Q01018
BPAGRI, ,Blue Pearl Agriventures Ltd,INE439N01031
ASHNOOR, ,Ashnoor Textile Mills Ltd,INE372I01018
REPONO, ,Repono Ltd,INE15WN01014
MAFATIND, ,Mafatlal Industries Ltd-$,INE270B01035
PATSPINLTD, ,Patspin India Ltd,INE790C01014
TRILIANCE, ,Triliance Polymers Ltd,INE778N01016
MADHUSE, ,Madhusudan Securities Ltd,INE856D01011
JAUSPOL, ,Jauss Polymers Ltd,INE593O01017
GIANLIFE, ,Gian Life Care Ltd,INE063601012
BROACH, ,Broach Lifecare Hospital Ltd,INE0SFZ01018
NATHIND, ,Nath Industries Ltd,INE777A01023
TAMBOLIIN, ,Tamboli Industries Ltd,INE864J01012
NITINCAST, ,Nitin Castings Ltd,INE861H01020
HYPERSOFT, ,Hypersoft Technologies Ltd,INE039D01014
TAPARIA, ,Taparia Tools Ltd,INE614R01014
AGOL, ,Ashapuri Gold Ornament Ltd,INE05FR01029
COMCL, ,Comfort Commotrade Ltd,INE456N01019
SPVGLOBAL, ,SPV Global Trading Ltd,INE177E01010
EMERALD, ,Emerald Finance Ltd,INE030Q01015
SBRANDS, ,Sanghvi Brands Ltd,INE204Y01010
QNIFTY, ,Quantum Nifty 50 ETF,INF082J01028
DHABRIYA, ,Dhabriya Polywood Ltd,INE260R01016
UPHOT, ,UP Hotels Ltd,INE726E01014
PATIDAR, ,Patidar Buildcon Ltd,INE637N01014
DYNAMIND, ,Dynamic Industries Ltd-$,INE457C01010
LAXMIPATI, ,Laxmipati Engineering Works Ltd,INE920P01019
VISHALBL, ,Vishal Bearings Ltd,INE060T01024
PFLINFOTC, ,PFL Infotech Ltd,INE600F01018
FOCUS, ,Focus Business Solution Ltd,INE0DXR01010
KLRFM, ,Kovilpatti Lakshmi Roller Flour Mills Ltd,INE014E01015
GROWWPOWER, ,Groww BSE Power ETF,INF666M01LM6
FACORALL, ,Facor Alloys Ltd,INE828G01013
SIMPLXREA, ,Simplex Realty Ltd,INE167H01014
GUJPETR, ,Gujarat Petrosynthese Ltd,INE636P01011
ACME, ,Acme Resources Ltd,INE636B01011
AEL, ,Amba Enterprises Ltd,INE829P01020
FRUTION, ,Fruition Venture Ltd,INE836C01015
VIKRAMTH, ,Vikram Thermo India Ltd,INE337E01010
WHITEORG, ,White Organic Agro Ltd,INE146C01019
ANG, ,ANG Lifesciences India Ltd,INE236W01016
CONSTRONIC, ,Constronics Infra Ltd,INE537B01011
CIL, ,Citizen Infoline Ltd,INE473L01018
CRAVATEX, ,Cravatex Ltd,INE145E01017
SITAENT, ,Sita Enterprises Ltd,INE579D01019
HASTIFIN, ,Hasti Finance Ltd,INE671D01014
MHEL, ,Mewar Hi-Tech Engineering Ltd,INE957U01011
MAINFRA, ,Maruti Infrastructure Ltd,INE392G01028
PANIDPR, ,Panther Industrial Products Ltd,INE181D01014
HARAFIN, ,Haryana Financial Corporation Ltd,INE737G01016
HITTCO, ,Hittco Tools Ltd,INE863C01019
ACTIVE, ,Active Clothing Co Ltd,INE380Z01015
CATVISION, ,Catvision Ltd,INE660B01011
CARGOSOL, ,Cargosol Logistics Ltd,INE0KZM01011
LAKESHORE, ,Lake Shore Realty Ltd,INE734D01010
KUWERIN, ,Kuwer Industries Ltd,INE430F01010
KBSINDIA, ,KBS India Ltd,INE883D01023
TOP15IETF, ,ICICI Prudential Nifty Top 15 Equal Weight ETF,INF109K1A344
11AMD, ,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,INF204KB18T0
SPITZE, ,Maruti Interior Products Ltd,INE0JSJ01014
POLYMAC, ,Polymac Thermoformers Ltd,INE826P01018
PICTUREHS, ,Picturehouse Media Ltd,INE448B01029
KLIFESTYL, ,K-Lifestyle & Industries Ltd,INE218A01028
STANROS, ,Stanrose Mafatlal Investments & Finance Ltd,INE441L01015
OMNITEX, ,Omnitex Industries India Ltd,INE814D01010
UNTTEMI, ,United Leasing & Industries Ltd,INE357P01014
GENESIS, ,Genesis Ibrc India Ltd,INE194N01016
BIJHANS, ,Bijoy Hans Ltd,INE491D01017
PURITY, ,Purity Flexpack Ltd,INE898O01010
IDENTIXWEB, ,Identixweb Ltd,INE0PA401012
HDFCSENSEX, ,HDFC S&P BSE Sensex ETF,INF179KC1HX2
LGLL, ,Landmark Global Learning Ltd,INE12QA01010
WALCHPF, ,Walchand Peoplefirst Ltd,INE695D01021
KAJARIR, ,KIC Metaliks Ltd,INE434C01027
YUVRAAJHPL, ,Yuvraaj Hygiene Products Ltd,INE139D01020
JMJFIN-RE, ,JMJ Fintech Ltd,INE242Q20016
OSWAYRN, ,Oswal Yarns Ltd,INE670H01017
SKIEL, ,SK International Export Ltd,INE04ST01013
AHASOLAR, ,Ahasolar Technologies Ltd,INE0NEV01011
AXISHCETF, ,Axis NIFTY Healthcare ETF,INF846K01Z12
JUMBFNL, ,Jumbo Finance Ltd,INE122N01017
NEXOME, ,Nexome Capital Markets Ltd,INE641A01013
ASHAI, ,Ashiana Agro Industries Ltd,INE709D01012
PIOTEX, ,Piotex Industries Ltd,INE0R4W01015
PRISMMEDI, ,Prism Medico and Pharmacy Ltd,INE730E01016
SKPMIL, ,Shree Krishna Paper Mills & Industries Ltd,INE970C01012
FILTRON, ,Filtron Engineers Ltd,INE589N01017
NUTRICIRCLE, ,Nutricircle Ltd,INE536C01029
INDUSFINL, ,Indus Finance Ltd,INE935D01013
IDM, ,International Data Management Ltd,INE649R01010
JASCH, ,Jasch Industries Ltd,INE711C01028
NAGPI, ,Nagpur Power & Industries Ltd,INE099E01016
BOSTONBIO, ,Boston Bio Systems Ltd,INE109B01019
INFOMEDIA, ,Infomedia Press Ltd,INE669A01022
AMBALALSA, ,Ambalal Sarabhai Enterprises Ltd,INE432A01017
HARSHILAGR, ,Harshil Agrotech Ltd,INE098E01026
VISVEN, ,Vishvprabha Ventures Ltd,INE762D01011
RDBRL, ,RDB Rasayans Ltd,INE123M01017
CEMAINFRA, ,Cemantic Infra-Tech Ltd,INE222B01028
CPSEETF, ,CPSE ETF,INF457M01133
VKJINFRA, ,VKJ Infradevelopers Ltd,INE211P01021
DHAN-RE, ,Dhanlaxmi Bank Ltd,INE680A20011
PANINDIAC, ,Pan India Corporation Ltd,INE376A01032
ABANSENT, ,Abans Enterprises Ltd,INE365O01028
INVPRECQ, ,Investment & Precision Castings Ltd,INE155E01016
TIMESGREEN, ,Times Green Energy (India) Ltd,INE0B6101012
VPL, ,Vrundavan Plantation Ltd,INE0Q6901013
SURYVANSP, ,Suryavanshi Spinning Mills Ltd-$,INE431C01023
PRIMIND, ,Prime Industries Ltd,INE543F01028
ARCL, ,ARCL Organics Ltd,INE372M01010
MRP, ,MRP Agro Ltd,INE0D7801012
CNCRD, ,Concord Control Systems Ltd,INE0N0J01014
PADMAIND, ,Padmanabh Industries Ltd,INE743D01011
MINID, ,Mini Diamonds India Ltd,INE281E01010
VIRTUALG, ,Virtual Global Education Ltd,INE247C01023
INVIGO, ,Invigorated Business Consulting Ltd,INE359A01012
ABSLBANETF, ,Aditya Birla Sun Life Nifty Bank ETF,INF209KB17D5
DHOOTIN, ,Dhoot Industrial Finance Ltd,INE313G01016
FMCGIETF, ,ICICI Prudential Nifty FMCG ETF,INF109KC19V3
CEENIK, ,Ceenik Exports India Ltd,INE418D01010
ISTLTD, ,I S T Ltd,INE684B01029
MACPLASQ, ,Machino Plastics Ltd-$,INE082B01018
CREATIVE, ,Creative Castings Ltd,INE146E01015
SEKURITIND, ,Saint Gobain Sekurit India Ltd,INE068B01017
GALADAFIN, ,Galada Finance Ltd,INE243E01010
YASHINNO, ,Yash Innoventures Ltd,INE823D01011
GEETANJ, ,Geetanjali Credit and Capital Ltd,INE263R01010
DEVITRD, ,Devinsu Trading Ltd,INE07LH01016
STDSHOE, ,Standard Shoe Sole and Mould (India) Ltd,INE888N01013
CITL, ,Consecutive Investment & Trading Company Ltd,INE187R01029
ARYACAPM, ,Aryaman Capital Markets Ltd,INE229R01011
HINDADH, ,Hindustan Adhesives Ltd,INE074C01013
RITESHIN, ,Ritesh International Ltd,INE534D01014
VSL, ,Veeram Securities Ltd,INE607V01028
VIVAA, ,Vivaa Tradecom Ltd,INE0PA601017
1STCUS, ,First Custodian Fund India Ltd,INE609B01018
POPEES, ,Popees Cares Ltd,INE149B01015
SILVOAK, ,Silver Oak India Ltd,INE870J01019
INDOCITY, ,Indo City Infotech Ltd-$,INE456B01014
HDFCQUAL, ,HDFC NIFTY100 Quality 30 ETF,INF179KC1DL6
7SEASL, ,7Seas Entertainment Ltd,INE454F01010
